anio;region_sanitaria ;municipio_id;municipio_nombre ;CIE10_codigo;CIE10_descripcion;clasificacion;cantidad
2010;V;06861;Vicente López;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2010;VIII;06868;Villa Gesell;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;VI;06028;Almirante Brown;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;VI;06028;Almirante Brown;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;VI;06028;Almirante Brown;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;2
2011;VI;06028;Almirante Brown;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;VI;06028;Almirante Brown;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;VI;06035;Avellaneda;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;VI;06035;Avellaneda;O01;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;VI;06035;Avellaneda;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;VI;06091;Berazategui;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XI;06098;Berisso;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;XI;06098;Berisso;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;I;06182;Coronel de Marina Leonardo Rosales;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;V;06126;Campana;O01;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XI;06134;Cañuelas;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;III;06210;Chacabuco;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;II;06231;Daireaux;O46;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2011;XI;06245;Ensenada;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XI;06245;Ensenada;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;V;06252;Escobar;O45;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2011;V;06252;Escobar;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;V;06252;Escobar;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;2
2011;VI;06260;Esteban Echeverría;O06;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;VI;06270;Ezeiza;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;VI;06274;Florencio Varela;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;2
2011;VI;06274;Florencio Varela;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;VI;06274;Florencio Varela;O24;OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO (O20 - O29);DIRECTA;1
2011;III;06294;General Arenales;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;VIII;06357;General Pueyrredón;O73;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;VIII;06357;General Pueyrredón;O88;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;VIII;06357;General Pueyrredón;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;VIII;06357;General Pueyrredón;O23;OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO (O20 - O29);DIRECTA;1
2011;VIII;06357;General Pueyrredón;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;VII;06364;General Rodríguez;O01;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;V;06371;General San Martín;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;V;06371;General San Martín;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;VII;06408;Hurlingham;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;V;06412;José C. Paz;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;V;06412;José C. Paz;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;III;06413;Junín;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;XII;06427;La Matanza;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;XII;06427;La Matanza;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;XII;06427;La Matanza;O86;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;XII;06427;La Matanza;O88;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;XII;06427;La Matanza;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;XII;06427;La Matanza;O02;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XII;06427;La Matanza;O04;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XII;06427;La Matanza;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;2
2011;XII;06427;La Matanza;O06;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XII;06427;La Matanza;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;4
2011;XII;06427;La Matanza;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;XI;06441;La Plata;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;XI;06441;La Plata;O01;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;XI;06441;La Plata;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;VI;06434;Lanús;O24;OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO (O20 - O29);DIRECTA;1
2011;VI;06490;Lomas de Zamora;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;VI;06490;Lomas de Zamora;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;V;06515;Malvinas Argentinas;O01;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;V;06515;Malvinas Argentinas;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;V;06515;Malvinas Argentinas;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;VII;06539;Merlo;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;3
2011;VII;06539;Merlo;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2011;VII;06560;Moreno;O67;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;VII;06560;Moreno;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2011;VII;06560;Moreno;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;VII;06560;Moreno;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;VII;06560;Moreno;O00;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;VII;06560;Moreno;O02;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;X;06574;Navarro;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2011;VIII;06581;Necochea;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;V;06638;Pilar;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;2
2011;V;06638;Pilar;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;2
2011;VI;06658;Quilmes;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;VI;06658;Quilmes;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;V;06756;San Isidro;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;V;06756;San Isidro;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;V;06760;San Miguel;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2011;V;06760;San Miguel;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2011;V;06805;Tigre;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;2
2011;VII;06840;Tres de Febrero;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2011;V;06882;Zárate;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2012;VI;06028;Almirante Brown;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;VI;06028;Almirante Brown;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;2
2012;VI;06028;Almirante Brown;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;I;06056;Bahía Blanca;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;I;06182;Coronel de Marina Leonardo Rosales;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2012;V;06126;Campana;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;V;06126;Campana;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;XI;06218;Chascomús;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;X;06224;Chivilcoy;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;X;06224;Chivilcoy;O10;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;VIII;06420;La Costa;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;V;06252;Escobar;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;VI;06260;Esteban Echeverría;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;VI;06260;Esteban Echeverría;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;VI;06260;Esteban Echeverría;O24;OTROS TRASTORNOS MATERNOS RELACIONADOS PRINCIPALMENTE CON EL EMBARAZO (O20 - O29);DIRECTA;1
2012;VI;06270;Ezeiza;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;VI;06270;Ezeiza;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;VI;06274;Florencio Varela;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;2
2012;VI;06274;Florencio Varela;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;VI;06274;Florencio Varela;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;2
2012;VI;06274;Florencio Varela;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;IX;06287;General Alvear;O44;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2012;IX;06322;General la Madrid;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2012;VIII;06357;General Pueyrredón;O44;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2012;VIII;06357;General Pueyrredón;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;V;06371;General San Martín;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;V;06371;General San Martín;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;3
2012;VII;06408;Hurlingham;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2012;VII;06410;Ituzaingó;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;V;06412;José C. Paz;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;V;06412;José C. Paz;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;III;06413;Junín;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;2
2012;XII;06427;La Matanza;O71;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;XII;06427;La Matanza;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;2
2012;XII;06427;La Matanza;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;XII;06427;La Matanza;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;2
2012;XII;06427;La Matanza;B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (V.I.H.) (B20 - B24);INDIRECTA;1
2012;XII;06427;La Matanza;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;2
2012;XI;06441;La Plata;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;XI;06441;La Plata;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;VI;06434;Lanús;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;VI;06434;Lanús;O02;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2012;VI;06434;Lanús;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;2
2012;VI;06434;Lanús;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;VI;06490;Lomas de Zamora;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;VI;06490;Lomas de Zamora;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;VI;06490;Lomas de Zamora;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;VI;06490;Lomas de Zamora;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;VIII;06511;Maipú;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;V;06515;Malvinas Argentinas;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;VII;06539;Merlo;B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA (V.I.H.) (B20 - B24);INDIRECTA;1
2012;VII;06539;Merlo;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;2
2012;VII;06560;Moreno;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;VII;06560;Moreno;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;VII;06560;Moreno;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;VII;06568;Morón;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;VIII;06581;Necochea;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;V;06638;Pilar;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;VI;06658;Quilmes;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;VI;06658;Quilmes;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;VI;06658;Quilmes;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2012;VI;06658;Quilmes;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;II;06679;Rivadavia;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;X;06707;Saladillo;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;V;06756;San Isidro;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;V;06760;San Miguel;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;IV;06763;San Nicolás;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;IV;06770;San Pedro;O72;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2012;V;06805;Tigre;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2012;V;06805;Tigre;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2012;V;06805;Tigre;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;V;06805;Tigre;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;VII;06840;Tres de Febrero;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2012;V;06861;Vicente López;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2012;V;06882;Zárate;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2013;Ignorado;06999;Ignorado;O01;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2013;Ignorado;06999;Ignorado;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2013;VI;06028;Almirante Brown;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2013;VI;06028;Almirante Brown;O00;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2013;VI;06028;Almirante Brown;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2013;VI;06035;Avellaneda;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2013;VI;06035;Avellaneda;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2013;VIII;06042;Ayacucho;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2013;I;06056;Bahía Blanca;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2013;IV;06070;Baradero;O05;EMBARAZO TERMINADO EN ABORTO (O00 - O08);DIRECTA;1
2013;VI;06091;Berazategui;O75;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2013;XI;06098;Berisso;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2013;X;06112;Bragado;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2013;XI;06119;Brandsen;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2013;V;06126;Campana;O15;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2013;V;06252;Escobar;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2013;V;06252;Escobar;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2013;VI;06270;Ezeiza;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2013;VI;06274;Florencio Varela;O14;EDEMA, PROTEINURIA Y TRASTORNOS HIPERTENSIVOS EN EL EMBARAZO, EL PARTO Y EL PUERPERIO (O10 - O16);DIRECTA;1
2013;VI;06274;Florencio Varela;O95;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);DIRECTA;1
2013;VIII;06357;General Pueyrredón;O41;ATENCION MATERNA RELACIONADA CON EL FETO Y LA CAVIDAD AMNIOTICA Y CON POSIBLES PROBLEMAS DEL PARTO (O30-O48);DIRECTA;1
2013;VIII;06357;General Pueyrredón;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2013;VIII;06357;General Pueyrredón;O99;OTRAS AFECCIONES OBSTETRICAS NO CLASIFICADAS EN OTRA PARTE (O95 - O99);INDIRECTA;1
2013;V;06371;General San Martín;O62;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2013;V;06371;General San Martín;O67;COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO (O60 - O75);DIRECTA;1
2013;V;06371;General San Martín;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
2013;VII;06408;Hurlingham;O85;COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL PUERPERIO (O85 - O92);DIRECTA;1
